WallArea,RoofArea,OverallHeight,GlazingArea,HeatingLoad
0.142857142857143,1,3.5,0.25,10.71
0.142857142857143,1,3.5,0.25,10.8
0.142857142857143,1,3.5,0.25,10.7
0.142857142857143,1,3.5,0.25,10.75
0.285714285714286,1,3.5,0.25,11.11
0.285714285714286,1,3.5,0.25,11.13
0.285714285714286,1,3.5,0.25,11.09
0.285714285714286,1,3.5,0.25,11.16
0.428571428571429,1,3.5,0.25,11.68
0.428571428571429,1,3.5,0.25,11.69
0.428571428571429,1,3.5,0.25,11.7
0.428571428571429,1,3.5,0.25,11.69
0.571428571428571,1,3.5,0.25,15.41
0.571428571428571,1,3.5,0.25,15.2
0.571428571428571,1,3.5,0.25,15.42
0.571428571428571,1,3.5,0.25,15.21
0.714285714285714,1,3.5,0.25,12.96
0.714285714285714,1,3.5,0.25,12.97
0.714285714285714,1,3.5,0.25,12.93
0.714285714285714,1,3.5,0.25,13.02
0.285714285714286,0,7,0.25,24.29
0.285714285714286,0,7,0.25,24.31
0.285714285714286,0,7,0.25,24.13
0.285714285714286,0,7,0.25,24.25
0.428571428571429,0.111111111111111,7,0.25,28.88
0.428571428571429,0.111111111111111,7,0.25,29.68
0.428571428571429,0.111111111111111,7,0.25,28.83
0.428571428571429,0.111111111111111,7,0.25,27.9
0.285714285714286,0.333333333333333,7,0.25,26.48
0.285714285714286,0.333333333333333,7,0.25,27.02
0.285714285714286,0.333333333333333,7,0.25,26.33
0.285714285714286,0.333333333333333,7,0.25,25.36
0.428571428571429,0.333333333333333,7,0.25,23.75
0.428571428571429,0.333333333333333,7,0.25,24.23
0.428571428571429,0.333333333333333,7,0.25,23.67
0.428571428571429,0.333333333333333,7,0.25,22.79
0.571428571428571,0.333333333333333,7,0.25,35.65
0.571428571428571,0.333333333333333,7,0.25,37.26
0.571428571428571,0.333333333333333,7,0.25,36.97
0.571428571428571,0.333333333333333,7,0.25,36.03
1,0.111111111111111,7,0.25,33.16
1,0.111111111111111,7,0.25,32.4
1,0.111111111111111,7,0.25,33.12
1,0.111111111111111,7,0.25,32.41
0,1,3.5,0.25,10.42
0,1,3.5,0.25,10.46
0,1,3.5,0.25,10.32
0,1,3.5,0.25,10.45
0.142857142857143,1,3.5,0.25,10.64
0.142857142857143,1,3.5,0.25,10.72
0.142857142857143,1,3.5,0.25,10.55
0.142857142857143,1,3.5,0.25,10.68
0.285714285714286,1,3.5,0.25,11.45
0.285714285714286,1,3.5,0.25,11.46
0.285714285714286,1,3.5,0.25,11.32
0.285714285714286,1,3.5,0.25,11.49
0.428571428571429,1,3.5,0.25,11.45
0.428571428571429,1,3.5,0.25,11.42
0.428571428571429,1,3.5,0.25,11.33
0.428571428571429,1,3.5,0.25,11.43
0.571428571428571,1,3.5,0.25,15.41
0.571428571428571,1,3.5,0.25,15.18
0.571428571428571,1,3.5,0.25,15.34
0.571428571428571,1,3.5,0.25,15.19
0.714285714285714,1,3.5,0.25,12.88
0.714285714285714,1,3.5,0.25,13
0.714285714285714,1,3.5,0.25,12.97
0.714285714285714,1,3.5,0.25,13.04
0.285714285714286,0,7,0.25,24.28
0.285714285714286,0,7,0.25,24.4
0.285714285714286,0,7,0.25,24.11
0.285714285714286,0,7,0.25,24.35
0.428571428571429,0.111111111111111,7,0.25,28.07
0.428571428571429,0.111111111111111,7,0.25,29.01
0.428571428571429,0.111111111111111,7,0.25,29.62
0.428571428571429,0.111111111111111,7,0.25,29.05
0.285714285714286,0.333333333333333,7,0.25,25.41
0.285714285714286,0.333333333333333,7,0.25,26.47
0.285714285714286,0.333333333333333,7,0.25,26.89
0.285714285714286,0.333333333333333,7,0.25,26.46
0.428571428571429,0.333333333333333,7,0.25,22.93
0.428571428571429,0.333333333333333,7,0.25,23.84
0.428571428571429,0.333333333333333,7,0.25,24.17
0.428571428571429,0.333333333333333,7,0.25,23.87
0.571428571428571,0.333333333333333,7,0.25,35.78
0.571428571428571,0.333333333333333,7,0.25,35.48
0.571428571428571,0.333333333333333,7,0.25,36.97
0.571428571428571,0.333333333333333,7,0.25,36.7
1,0.111111111111111,7,0.25,32.52
1,0.111111111111111,7,0.25,33.28
1,0.111111111111111,7,0.25,32.33
1,0.111111111111111,7,0.25,33.24
0,1,3.5,0.25,10.39
0,1,3.5,0.25,10.34
0,1,3.5,0.25,10.35
0,1,3.5,0.25,10.38
0.142857142857143,1,3.5,0.25,10.77
0.142857142857143,1,3.5,0.25,10.68
0.142857142857143,1,3.5,0.25,10.68
0.142857142857143,1,3.5,0.25,10.7
0.285714285714286,1,3.5,0.25,11.22
0.285714285714286,1,3.5,0.25,11.16
0.285714285714286,1,3.5,0.25,11.1
0.285714285714286,1,3.5,0.25,11.14
0.428571428571429,1,3.5,0.25,11.59
0.428571428571429,1,3.5,0.25,11.6
0.428571428571429,1,3.5,0.25,11.53
0.428571428571429,1,3.5,0.25,11.61
0.571428571428571,1,3.5,0.25,15.16
0.571428571428571,1,3.5,0.25,15.36
0.571428571428571,1,3.5,0.25,15.12
0.571428571428571,1,3.5,0.25,15.36
0.714285714285714,1,3.5,0.25,12.68
0.714285714285714,1,3.5,0.25,12.63
0.714285714285714,1,3.5,0.25,12.71
0.714285714285714,1,3.5,0.25,12.73
0.285714285714286,0,7,0.25,24.38
0.285714285714286,0,7,0.25,24.23
0.285714285714286,0,7,0.25,24.04
0.285714285714286,0,7,0.25,24.32
0.428571428571429,0.111111111111111,7,0.25,29.06
0.428571428571429,0.111111111111111,7,0.25,28.05
0.428571428571429,0.111111111111111,7,0.25,28.86
0.428571428571429,0.111111111111111,7,0.25,29.79
0.285714285714286,0.333333333333333,7,0.25,26.44
0.285714285714286,0.333333333333333,7,0.25,25.37
0.285714285714286,0.333333333333333,7,0.25,26.33
0.285714285714286,0.333333333333333,7,0.25,27.03
0.428571428571429,0.333333333333333,7,0.25,23.8
0.428571428571429,0.333333333333333,7,0.25,22.8
0.428571428571429,0.333333333333333,7,0.25,23.59
0.428571428571429,0.333333333333333,7,0.25,24.24
0.571428571428571,0.333333333333333,7,0.25,36.86
0.571428571428571,0.333333333333333,7,0.25,35.89
0.571428571428571,0.333333333333333,7,0.25,35.45
0.571428571428571,0.333333333333333,7,0.25,37.1
1,0.111111111111111,7,0.25,33.08
1,0.111111111111111,7,0.25,32.38
1,0.111111111111111,7,0.25,33.09
1,0.111111111111111,7,0.25,32.31
0,1,3.5,0.25,10.08
0,1,3.5,0.25,10.15
0,1,3.5,0.25,10.07
0,1,3.5,0.25,10.14
0.142857142857143,1,3.5,0.25,10.66
0.142857142857143,1,3.5,0.25,10.68
0.142857142857143,1,3.5,0.25,10.53
0.142857142857143,1,3.5,0.25,10.72
0.285714285714286,1,3.5,0.25,11.18
0.285714285714286,1,3.5,0.25,11.22
0.285714285714286,1,3.5,0.25,11.07
0.285714285714286,1,3.5,0.25,11.2
0.428571428571429,1,3.5,0.25,11.44
0.428571428571429,1,3.5,0.25,11.42
0.428571428571429,1,3.5,0.25,11.33
0.428571428571429,1,3.5,0.25,11.43
0.571428571428571,1,3.5,0.25,15.4
0.571428571428571,1,3.5,0.25,15.19
0.571428571428571,1,3.5,0.25,15.32
0.571428571428571,1,3.5,0.25,15.16
0.714285714285714,1,3.5,0.25,12.85
0.714285714285714,1,3.5,0.25,13.04
0.714285714285714,1,3.5,0.25,13
0.714285714285714,1,3.5,0.25,13
0.285714285714286,0,7,0.25,24.35
0.285714285714286,0,7,0.25,24.33
0.285714285714286,0,7,0.25,24.03
0.285714285714286,0,7,0.25,24.26
0.428571428571429,0.111111111111111,7,0.25,29.83
0.428571428571429,0.111111111111111,7,0.25,29.08
0.428571428571429,0.111111111111111,7,0.25,28.03
0.428571428571429,0.111111111111111,7,0.25,29.02
0.285714285714286,0.333333333333333,7,0.25,27.03
0.285714285714286,0.333333333333333,7,0.25,26.45
0.285714285714286,0.333333333333333,7,0.25,25.36
0.285714285714286,0.333333333333333,7,0.25,26.45
0.428571428571429,0.333333333333333,7,0.25,24.37
0.428571428571429,0.333333333333333,7,0.25,23.89
0.428571428571429,0.333333333333333,7,0.25,22.89
0.428571428571429,0.333333333333333,7,0.25,23.86
0.571428571428571,0.333333333333333,7,0.25,37.03
0.571428571428571,0.333333333333333,7,0.25,36.71
0.571428571428571,0.333333333333333,7,0.25,36.77
0.571428571428571,0.333333333333333,7,0.25,35.48
1,0.111111111111111,7,0.25,32.31
1,0.111111111111111,7,0.25,33.21
1,0.111111111111111,7,0.25,32.46
1,0.111111111111111,7,0.25,33.27
0,1,3.5,0.25,10.47
0,1,3.5,0.25,10.37
0,1,3.5,0.25,10.34
0,1,3.5,0.25,10.39
0.142857142857143,1,3.5,0.25,10.78
0.142857142857143,1,3.5,0.25,10.7
0.142857142857143,1,3.5,0.25,10.67
0.142857142857143,1,3.5,0.25,13.69
0.285714285714286,1,3.5,0.25,11.21
0.285714285714286,1,3.5,0.25,11.14
0.285714285714286,1,3.5,0.25,11.11
0.285714285714286,1,3.5,0.25,11.16
0.428571428571429,1,3.5,0.25,11.38
0.428571428571429,1,3.5,0.25,11.34
0.428571428571429,1,3.5,0.25,11.22
0.428571428571429,1,3.5,0.25,11.34
0.571428571428571,1,3.5,0.25,15.16
0.571428571428571,1,3.5,0.25,15.37
0.571428571428571,1,3.5,0.25,15.12
0.571428571428571,1,3.5,0.25,15.36
0.714285714285714,1,3.5,0.25,12.59
0.714285714285714,1,3.5,0.25,12.74
0.714285714285714,1,3.5,0.25,12.8
0.714285714285714,1,3.5,0.25,12.62
0.285714285714286,0,7,0.625,28.15
0.285714285714286,0,7,0.625,28.15
0.285714285714286,0,7,0.625,28.37
0.285714285714286,0,7,0.625,28.41
0.428571428571429,0.111111111111111,7,0.625,32.68
0.428571428571429,0.111111111111111,7,0.625,33.48
0.428571428571429,0.111111111111111,7,0.625,32.84
0.428571428571429,0.111111111111111,7,0.625,32
0.285714285714286,0.333333333333333,7,0.625,29.54
0.285714285714286,0.333333333333333,7,0.625,30.05
0.285714285714286,0.333333333333333,7,0.625,29.6
0.285714285714286,0.333333333333333,7,0.625,28.66
0.428571428571429,0.333333333333333,7,0.625,26.84
0.428571428571429,0.333333333333333,7,0.625,27.27
0.428571428571429,0.333333333333333,7,0.625,26.97
0.428571428571429,0.333333333333333,7,0.625,26.19
0.571428571428571,0.333333333333333,7,0.625,38.67
0.571428571428571,0.333333333333333,7,0.625,40.03
0.571428571428571,0.333333333333333,7,0.625,39.86
0.571428571428571,0.333333333333333,7,0.625,39.04
1,0.111111111111111,7,0.625,36.96
1,0.111111111111111,7,0.625,36.13
1,0.111111111111111,7,0.625,36.91
1,0.111111111111111,7,0.625,36.43
0,1,3.5,0.625,12.43
0,1,3.5,0.625,12.5
0,1,3.5,0.625,12.41
0,1,3.5,0.625,12.45
0.142857142857143,1,3.5,0.625,12.57
0.142857142857143,1,3.5,0.625,12.65
0.142857142857143,1,3.5,0.625,12.57
0.142857142857143,1,3.5,0.625,12.63
0.285714285714286,1,3.5,0.625,12.78
0.285714285714286,1,3.5,0.625,12.93
0.285714285714286,1,3.5,0.625,12.73
0.285714285714286,1,3.5,0.625,12.72
0.428571428571429,1,3.5,0.625,13.17
0.428571428571429,1,3.5,0.625,13.18
0.428571428571429,1,3.5,0.625,13.17
0.428571428571429,1,3.5,0.625,13.18
0.571428571428571,1,3.5,0.625,17.5
0.571428571428571,1,3.5,0.625,17.35
0.571428571428571,1,3.5,0.625,17.52
0.571428571428571,1,3.5,0.625,17.37
0.714285714285714,1,3.5,0.625,15.09
0.714285714285714,1,3.5,0.625,15.12
0.714285714285714,1,3.5,0.625,15.08
0.714285714285714,1,3.5,0.625,15.16
0.285714285714286,0,7,0.625,28.67
0.285714285714286,0,7,0.625,28.57
0.285714285714286,0,7,0.625,28.18
0.285714285714286,0,7,0.625,28.6
0.428571428571429,0.111111111111111,7,0.625,32.46
0.428571428571429,0.111111111111111,7,0.625,33.27
0.428571428571429,0.111111111111111,7,0.625,32.33
0.428571428571429,0.111111111111111,7,0.625,31.66
0.285714285714286,0.333333333333333,7,0.625,29.34
0.285714285714286,0.333333333333333,7,0.625,29.87
0.285714285714286,0.333333333333333,7,0.625,29.27
0.285714285714286,0.333333333333333,7,0.625,28.4
0.428571428571429,0.333333333333333,7,0.625,25.74
0.428571428571429,0.333333333333333,7,0.625,25.98
0.428571428571429,0.333333333333333,7,0.625,25.38
0.428571428571429,0.333333333333333,7,0.625,24.94
0.571428571428571,0.333333333333333,7,0.625,38.57
0.571428571428571,0.333333333333333,7,0.625,40.19
0.571428571428571,0.333333333333333,7,0.625,39.97
0.571428571428571,0.333333333333333,7,0.625,38.98
1,0.111111111111111,7,0.625,36.95
1,0.111111111111111,7,0.625,36.28
1,0.111111111111111,7,0.625,36.86
1,0.111111111111111,7,0.625,36.45
0,1,3.5,0.625,12.35
0,1,3.5,0.625,12.45
0,1,3.5,0.625,12.16
0,1,3.5,0.625,12.3
0.142857142857143,1,3.5,0.625,12.33
0.142857142857143,1,3.5,0.625,12.29
0.142857142857143,1,3.5,0.625,12.2
0.142857142857143,1,3.5,0.625,12.49
0.285714285714286,1,3.5,0.625,12.85
0.285714285714286,1,3.5,0.625,12.87
0.285714285714286,1,3.5,0.625,12.73
0.285714285714286,1,3.5,0.625,12.95
0.428571428571429,1,3.5,0.625,13.05
0.428571428571429,1,3.5,0.625,12.93
0.428571428571429,1,3.5,0.625,12.77
0.428571428571429,1,3.5,0.625,13
0.571428571428571,1,3.5,0.625,17.14
0.571428571428571,1,3.5,0.625,16.84
0.571428571428571,1,3.5,0.625,17.02
0.571428571428571,1,3.5,0.625,17.11
0.714285714285714,1,3.5,0.625,14.34
0.714285714285714,1,3.5,0.625,14.66
0.714285714285714,1,3.5,0.625,14.6
0.714285714285714,1,3.5,0.625,14.6
0.285714285714286,0,7,0.625,28.67
0.285714285714286,0,7,0.625,28.56
0.285714285714286,0,7,0.625,28.17
0.285714285714286,0,7,0.625,28.63
0.428571428571429,0.111111111111111,7,0.625,31.63
0.428571428571429,0.111111111111111,7,0.625,32.4
0.428571428571429,0.111111111111111,7,0.625,32.68
0.428571428571429,0.111111111111111,7,0.625,32.29
0.285714285714286,0.333333333333333,7,0.625,28.4
0.285714285714286,0.333333333333333,7,0.625,29.4
0.285714285714286,0.333333333333333,7,0.625,29.43
0.285714285714286,0.333333333333333,7,0.625,29.07
0.428571428571429,0.333333333333333,7,0.625,24.7
0.428571428571429,0.333333333333333,7,0.625,25.48
0.428571428571429,0.333333333333333,7,0.625,25.37
0.428571428571429,0.333333333333333,7,0.625,25.17
0.571428571428571,0.333333333333333,7,0.625,39.04
0.571428571428571,0.333333333333333,7,0.625,38.35
0.571428571428571,0.333333333333333,7,0.625,39.81
0.571428571428571,0.333333333333333,7,0.625,39.83
1,0.111111111111111,7,0.625,35.99
1,0.111111111111111,7,0.625,36.59
1,0.111111111111111,7,0.625,35.64
1,0.111111111111111,7,0.625,36.52
0,1,3.5,0.625,11.8
0,1,3.5,0.625,12.03
0,1,3.5,0.625,11.98
0,1,3.5,0.625,11.69
0.142857142857143,1,3.5,0.625,12.41
0.142857142857143,1,3.5,0.625,12.28
0.142857142857143,1,3.5,0.625,12.1
0.142857142857143,1,3.5,0.625,12.19
0.285714285714286,1,3.5,0.625,12.34
0.285714285714286,1,3.5,0.625,12.46
0.285714285714286,1,3.5,0.625,12.31
0.285714285714286,1,3.5,0.625,12.12
0.428571428571429,1,3.5,0.625,12.97
0.428571428571429,1,3.5,0.625,13.01
0.428571428571429,1,3.5,0.625,12.74
0.428571428571429,1,3.5,0.625,12.84
0.571428571428571,1,3.5,0.625,16.83
0.571428571428571,1,3.5,0.625,16.93
0.571428571428571,1,3.5,0.625,16.66
0.571428571428571,1,3.5,0.625,16.86
0.714285714285714,1,3.5,0.625,13.91
0.714285714285714,1,3.5,0.625,14.34
0.714285714285714,1,3.5,0.625,13.95
0.714285714285714,1,3.5,0.625,13.99
0.285714285714286,0,7,0.625,28.7
0.285714285714286,0,7,0.625,28.55
0.285714285714286,0,7,0.625,28.15
0.285714285714286,0,7,0.625,28.62
0.428571428571429,0.111111111111111,7,0.625,32.67
0.428571428571429,0.111111111111111,7,0.625,31.69
0.428571428571429,0.111111111111111,7,0.625,32.07
0.428571428571429,0.111111111111111,7,0.625,33.28
0.285714285714286,0.333333333333333,7,0.625,29.47
0.285714285714286,0.333333333333333,7,0.625,28.42
0.285714285714286,0.333333333333333,7,0.625,29.08
0.285714285714286,0.333333333333333,7,0.625,29.88
0.428571428571429,0.333333333333333,7,0.625,25.66
0.428571428571429,0.333333333333333,7,0.625,24.96
0.428571428571429,0.333333333333333,7,0.625,25.43
0.428571428571429,0.333333333333333,7,0.625,26
0.571428571428571,0.333333333333333,7,0.625,40
0.571428571428571,0.333333333333333,7,0.625,38.84
0.571428571428571,0.333333333333333,7,0.625,38.33
0.571428571428571,0.333333333333333,7,0.625,40.12
1,0.111111111111111,7,0.625,36.95
1,0.111111111111111,7,0.625,36.45
1,0.111111111111111,7,0.625,36.81
1,0.111111111111111,7,0.625,36.26
0,1,3.5,0.625,12.32
0,1,3.5,0.625,12.3
0,1,3.5,0.625,12.18
0,1,3.5,0.625,12.43
0.142857142857143,1,3.5,0.625,12.36
0.142857142857143,1,3.5,0.625,12.49
0.142857142857143,1,3.5,0.625,12.17
0.142857142857143,1,3.5,0.625,12.28
0.285714285714286,1,3.5,0.625,12.91
0.285714285714286,1,3.5,0.625,12.95
0.285714285714286,1,3.5,0.625,12.67
0.285714285714286,1,3.5,0.625,12.86
0.428571428571429,1,3.5,0.625,12.95
0.428571428571429,1,3.5,0.625,13
0.428571428571429,1,3.5,0.625,12.86
0.428571428571429,1,3.5,0.625,12.92
0.571428571428571,1,3.5,0.625,16.99
0.571428571428571,1,3.5,0.625,16.69
0.571428571428571,1,3.5,0.625,16.56
0.571428571428571,1,3.5,0.625,16.62
0.714285714285714,1,3.5,0.625,14.33
0.714285714285714,1,3.5,0.625,14.61
0.714285714285714,1,3.5,0.625,14.61
0.714285714285714,1,3.5,0.625,14.65
0.285714285714286,0,7,0.625,28.69
0.285714285714286,0,7,0.625,28.58
0.285714285714286,0,7,0.625,28.15
0.285714285714286,0,7,0.625,28.61
0.428571428571429,0.111111111111111,7,0.625,33.13
0.428571428571429,0.111111111111111,7,0.625,32.31
0.428571428571429,0.111111111111111,7,0.625,31.53
0.428571428571429,0.111111111111111,7,0.625,32.46
0.285714285714286,0.333333333333333,7,0.625,29.71
0.285714285714286,0.333333333333333,7,0.625,29.09
0.285714285714286,0.333333333333333,7,0.625,28.31
0.285714285714286,0.333333333333333,7,0.625,29.39
0.428571428571429,0.333333333333333,7,0.625,25.7
0.428571428571429,0.333333333333333,7,0.625,25.17
0.428571428571429,0.333333333333333,7,0.625,24.6
0.428571428571429,0.333333333333333,7,0.625,25.49
0.571428571428571,0.333333333333333,7,0.625,39.89
0.571428571428571,0.333333333333333,7,0.625,39.83
0.571428571428571,0.333333333333333,7,0.625,39.01
0.571428571428571,0.333333333333333,7,0.625,38.65
1,0.111111111111111,7,0.625,35.69
1,0.111111111111111,7,0.625,36.64
1,0.111111111111111,7,0.625,36.06
1,0.111111111111111,7,0.625,36.7
0,1,3.5,0.625,12.12
0,1,3.5,0.625,11.67
0,1,3.5,0.625,11.64
0,1,3.5,0.625,12.02
0.142857142857143,1,3.5,0.625,12.27
0.142857142857143,1,3.5,0.625,12.19
0.142857142857143,1,3.5,0.625,12.25
0.142857142857143,1,3.5,0.625,12.27
0.285714285714286,1,3.5,0.625,12.47
0.285714285714286,1,3.5,0.625,12.12
0.285714285714286,1,3.5,0.625,12.18
0.285714285714286,1,3.5,0.625,12.47
0.428571428571429,1,3.5,0.625,12.93
0.428571428571429,1,3.5,0.625,12.82
0.428571428571429,1,3.5,0.625,12.78
0.428571428571429,1,3.5,0.625,13.02
0.571428571428571,1,3.5,0.625,16.73
0.571428571428571,1,3.5,0.625,16.86
0.571428571428571,1,3.5,0.625,16.76
0.571428571428571,1,3.5,0.625,16.92
0.714285714285714,1,3.5,0.625,13.68
0.714285714285714,1,3.5,0.625,13.99
0.714285714285714,1,3.5,0.625,14.16
0.714285714285714,1,3.5,0.625,13.86
0.285714285714286,0,7,1,32.26
0.285714285714286,0,7,1,32.26
0.285714285714286,0,7,1,32.49
0.285714285714286,0,7,1,32.53
0.428571428571429,0.111111111111111,7,1,36.47
0.428571428571429,0.111111111111111,7,1,37.24
0.428571428571429,0.111111111111111,7,1,36.66
0.428571428571429,0.111111111111111,7,1,35.96
0.285714285714286,0.333333333333333,7,1,31.89
0.285714285714286,0.333333333333333,7,1,32.39
0.285714285714286,0.333333333333333,7,1,32.09
0.285714285714286,0.333333333333333,7,1,31.29
0.428571428571429,0.333333333333333,7,1,29.22
0.428571428571429,0.333333333333333,7,1,29.91
0.428571428571429,0.333333333333333,7,1,29.53
0.428571428571429,0.333333333333333,7,1,28.65
0.571428571428571,0.333333333333333,7,1,41.4
0.571428571428571,0.333333333333333,7,1,42.62
0.571428571428571,0.333333333333333,7,1,42.5
0.571428571428571,0.333333333333333,7,1,41.67
1,0.111111111111111,7,1,40.78
1,0.111111111111111,7,1,39.97
1,0.111111111111111,7,1,40.71
1,0.111111111111111,7,1,40.43
0,1,3.5,1,14.52
0,1,3.5,1,14.61
0,1,3.5,1,14.5
0,1,3.5,1,14.55
0.142857142857143,1,3.5,1,14.51
0.142857142857143,1,3.5,1,14.6
0.142857142857143,1,3.5,1,14.5
0.142857142857143,1,3.5,1,14.58
0.285714285714286,1,3.5,1,14.51
0.285714285714286,1,3.5,1,14.7
0.285714285714286,1,3.5,1,14.42
0.285714285714286,1,3.5,1,14.42
0.428571428571429,1,3.5,1,15.23
0.428571428571429,1,3.5,1,15.23
0.428571428571429,1,3.5,1,15.23
0.428571428571429,1,3.5,1,15.23
0.571428571428571,1,3.5,1,19.52
0.571428571428571,1,3.5,1,19.36
0.571428571428571,1,3.5,1,19.48
0.571428571428571,1,3.5,1,19.42
0.714285714285714,1,3.5,1,15.09
0.714285714285714,1,3.5,1,17.17
0.714285714285714,1,3.5,1,17.14
0.714285714285714,1,3.5,1,17.14
0.285714285714286,0,7,1,32.82
0.285714285714286,0,7,1,32.71
0.285714285714286,0,7,1,32.24
0.285714285714286,0,7,1,32.72
0.428571428571429,0.111111111111111,7,1,35.84
0.428571428571429,0.111111111111111,7,1,36.57
0.428571428571429,0.111111111111111,7,1,36.06
0.428571428571429,0.111111111111111,7,1,35.69
0.285714285714286,0.333333333333333,7,1,32.48
0.285714285714286,0.333333333333333,7,1,32.74
0.285714285714286,0.333333333333333,7,1,32.13
0.285714285714286,0.333333333333333,7,1,31.64
0.428571428571429,0.333333333333333,7,1,28.95
0.428571428571429,0.333333333333333,7,1,29.49
0.428571428571429,0.333333333333333,7,1,28.64
0.428571428571429,0.333333333333333,7,1,28.01
0.571428571428571,0.333333333333333,7,1,41.64
0.571428571428571,0.333333333333333,7,1,43.1
0.571428571428571,0.333333333333333,7,1,42.74
0.571428571428571,0.333333333333333,7,1,41.92
1,0.111111111111111,7,1,40.78
1,0.111111111111111,7,1,40.15
1,0.111111111111111,7,1,40.57
1,0.111111111111111,7,1,40.42
0,1,3.5,1,14.54
0,1,3.5,1,14.45
0,1,3.5,1,14.18
0,1,3.5,1,14.5
0.142857142857143,1,3.5,1,14.7
0.142857142857143,1,3.5,1,14.66
0.142857142857143,1,3.5,1,14.4
0.142857142857143,1,3.5,1,14.71
0.285714285714286,1,3.5,1,14.75
0.285714285714286,1,3.5,1,14.71
0.285714285714286,1,3.5,1,14.33
0.285714285714286,1,3.5,1,14.62
0.428571428571429,1,3.5,1,15.34
0.428571428571429,1,3.5,1,15.29
0.428571428571429,1,3.5,1,15.09
0.428571428571429,1,3.5,1,15.3
0.571428571428571,1,3.5,1,19.2
0.571428571428571,1,3.5,1,18.88
0.571428571428571,1,3.5,1,18.9
0.571428571428571,1,3.5,1,19.12
0.714285714285714,1,3.5,1,16.76
0.714285714285714,1,3.5,1,17.23
0.714285714285714,1,3.5,1,17.26
0.714285714285714,1,3.5,1,17.15
0.285714285714286,0,7,1,32.82
0.285714285714286,0,7,1,32.69
0.285714285714286,0,7,1,32.23
0.285714285714286,0,7,1,32.75
0.428571428571429,0.111111111111111,7,1,34.24
0.428571428571429,0.111111111111111,7,1,34.95
0.428571428571429,0.111111111111111,7,1,35.05
0.428571428571429,0.111111111111111,7,1,34.29
0.285714285714286,0.333333333333333,7,1,31.28
